CustomerID,InvoiceDate,LineAmount,IsReturn
17850.0,2010-12-01 08:26:00,15.299999999999999,False
17850.0,2010-12-01 08:26:00,20.34,False
17850.0,2010-12-01 08:26:00,22.0,False
17850.0,2010-12-01 08:26:00,20.34,False
17850.0,2010-12-01 08:26:00,20.34,False
17850.0,2010-12-01 08:26:00,15.3,False
17850.0,2010-12-01 08:26:00,25.5,False
17850.0,2010-12-01 08:28:00,11.100000000000001,False
17850.0,2010-12-01 08:28:00,11.100000000000001,False
13047.0,2010-12-01 08:34:00,54.08,False
13047.0,2010-12-01 08:34:00,12.600000000000001,False
13047.0,2010-12-01 08:34:00,12.600000000000001,False
13047.0,2010-12-01 08:34:00,30.0,False
13047.0,2010-12-01 08:34:00,9.899999999999999,False
13047.0,2010-12-01 08:34:00,25.5,False
13047.0,2010-12-01 08:34:00,14.850000000000001,False
13047.0,2010-12-01 08:34:00,19.9,False
13047.0,2010-12-01 08:34:00,17.85,False
13047.0,2010-12-01 08:34:00,17.85,False
13047.0,2010-12-01 08:34:00,31.8,False
13047.0,2010-12-01 08:34:00,31.8,False
13047.0,2010-12-01 08:34:00,25.5,False
13047.0,2010-12-01 08:34:00,14.850000000000001,False
13047.0,2010-12-01 08:34:00,14.850000000000001,False
13047.0,2010-12-01 08:34:00,14.850000000000001,False
13047.0,2010-12-01 08:35:00,17.85,False
12583.0,2010-12-01 08:45:00,90.0,False
12583.0,2010-12-01 08:45:00,90.0,False
12583.0,2010-12-01 08:45:00,45.0,False
12583.0,2010-12-01 08:45:00,10.2,False
12583.0,2010-12-01 08:45:00,15.600000000000001,False
12583.0,2010-12-01 08:45:00,40.8,False
12583.0,2010-12-01 08:45:00,30.0,False
12583.0,2010-12-01 08:45:00,53.1,False
12583.0,2010-12-01 08:45:00,70.80000000000001,False
12583.0,2010-12-01 08:45:00,46.8,False
12583.0,2010-12-01 08:45:00,46.8,False
12583.0,2010-12-01 08:45:00,46.8,False
12583.0,2010-12-01 08:45:00,17.0,False
12583.0,2010-12-01 08:45:00,39.599999999999994,False
12583.0,2010-12-01 08:45:00,70.80000000000001,False
12583.0,2010-12-01 08:45:00,45.0,False
12583.0,2010-12-01 08:45:00,10.08,False
12583.0,2010-12-01 08:45:00,10.08,False
12583.0,2010-12-01 08:45:00,23.400000000000002,False
12583.0,2010-12-01 08:45:00,54.0,False
13748.0,2010-12-01 09:00:00,204.0,False
17850.0,2010-12-01 09:01:00,11.100000000000001,False
17850.0,2010-12-01 09:01:00,11.100000000000001,False
17850.0,2010-12-01 09:02:00,15.299999999999999,False
17850.0,2010-12-01 09:02:00,20.34,False
17850.0,2010-12-01 09:02:00,22.0,False
17850.0,2010-12-01 09:02:00,29.700000000000003,False
17850.0,2010-12-01 09:02:00,6.36,False
17850.0,2010-12-01 09:02:00,6.36,False
17850.0,2010-12-01 09:02:00,6.36,False
17850.0,2010-12-01 09:02:00,6.36,False
17850.0,2010-12-01 09:02:00,9.9,False
17850.0,2010-12-01 09:02:00,27.8,False
17850.0,2010-12-01 09:02:00,12.600000000000001,False
17850.0,2010-12-01 09:02:00,15.299999999999999,False
17850.0,2010-12-01 09:02:00,20.34,False
17850.0,2010-12-01 09:02:00,20.34,False
17850.0,2010-12-01 09:02:00,15.3,False
17850.0,2010-12-01 09:02:00,25.5,False
15100.0,2010-12-01 09:09:00,350.4,False
17850.0,2010-12-01 09:32:00,15.299999999999999,False
17850.0,2010-12-01 09:32:00,20.34,False
17850.0,2010-12-01 09:32:00,22.0,False
17850.0,2010-12-01 09:32:00,29.700000000000003,False
17850.0,2010-12-01 09:32:00,6.36,False
17850.0,2010-12-01 09:32:00,6.36,False
17850.0,2010-12-01 09:32:00,6.36,False
17850.0,2010-12-01 09:32:00,6.36,False
17850.0,2010-12-01 09:32:00,9.9,False
17850.0,2010-12-01 09:32:00,27.8,False
17850.0,2010-12-01 09:32:00,12.600000000000001,False
17850.0,2010-12-01 09:32:00,15.299999999999999,False
17850.0,2010-12-01 09:32:00,20.34,False
17850.0,2010-12-01 09:32:00,20.34,False
17850.0,2010-12-01 09:32:00,15.3,False
17850.0,2010-12-01 09:32:00,25.5,False
15291.0,2010-12-01 09:32:00,165.60000000000002,False
15291.0,2010-12-01 09:32:00,163.2,False
17850.0,2010-12-01 09:34:00,11.100000000000001,False
17850.0,2010-12-01 09:34:00,11.100000000000001,False
14688.0,2010-12-01 09:37:00,19.5,False
14688.0,2010-12-01 09:37:00,19.5,False
14688.0,2010-12-01 09:37:00,29.5,False
14688.0,2010-12-01 09:37:00,8.5,False
14688.0,2010-12-01 09:37:00,45.0,False
14688.0,2010-12-01 09:37:00,22.5,False
14688.0,2010-12-01 09:37:00,10.2,False
14688.0,2010-12-01 09:37:00,16.5,False
14688.0,2010-12-01 09:37:00,15.299999999999999,False
14688.0,2010-12-01 09:37:00,15.299999999999999,False
14688.0,2010-12-01 09:37:00,50.4,False
14688.0,2010-12-01 09:37:00,13.200000000000001,False
14688.0,2010-12-01 09:37:00,13.200000000000001,False
14688.0,2010-12-01 09:37:00,13.200000000000001,False
14688.0,2010-12-01 09:37:00,17.700000000000003,False
14688.0,2010-12-01 09:37:00,60.0,False
14688.0,2010-12-01 09:37:00,36.480000000000004,False
14688.0,2010-12-01 09:37:00,19.5,False
14688.0,2010-12-01 09:37:00,19.5,False
17809.0,2010-12-01 09:41:00,34.8,False
15311.0,2010-12-01 09:41:00,97.75,False
15311.0,2010-12-01 09:41:00,24.75,False
15311.0,2010-12-01 09:41:00,19.5,False
15311.0,2010-12-01 09:41:00,4.2,False
15311.0,2010-12-01 09:41:00,7.5,False
15311.0,2010-12-01 09:41:00,30.0,False
15311.0,2010-12-01 09:41:00,30.0,False
15311.0,2010-12-01 09:41:00,1.25,False
15311.0,2010-12-01 09:41:00,0.85,False
15311.0,2010-12-01 09:41:00,2.55,False
15311.0,2010-12-01 09:41:00,16.5,False
15311.0,2010-12-01 09:41:00,5.07,False
15311.0,2010-12-01 09:41:00,1.95,False
15311.0,2010-12-01 09:41:00,4.2,False
15311.0,2010-12-01 09:41:00,2.95,False
15311.0,2010-12-01 09:41:00,2.95,False
15311.0,2010-12-01 09:41:00,11.8,False
15311.0,2010-12-01 09:41:00,2.95,False
15311.0,2010-12-01 09:41:00,5.1,False
15311.0,2010-12-01 09:41:00,3.75,False
15311.0,2010-12-01 09:41:00,5.1,False
15311.0,2010-12-01 09:41:00,0.85,False
15311.0,2010-12-01 09:41:00,0.85,False
15311.0,2010-12-01 09:41:00,1.45,False
15311.0,2010-12-01 09:41:00,4.95,False
15311.0,2010-12-01 09:41:00,5.9,False
15311.0,2010-12-01 09:41:00,11.9,False
15311.0,2010-12-01 09:41:00,11.9,False
15311.0,2010-12-01 09:41:00,5.8,False
15311.0,2010-12-01 09:41:00,2.95,False
15311.0,2010-12-01 09:41:00,1.95,False
15311.0,2010-12-01 09:41:00,3.3,False
15311.0,2010-12-01 09:41:00,11.850000000000001,False
15311.0,2010-12-01 09:41:00,38.160000000000004,False
15311.0,2010-12-01 09:41:00,67.5,False
14527.0,2010-12-01 09:41:00,-27.5,True
16098.0,2010-12-01 09:45:00,10.2,False
16098.0,2010-12-01 09:45:00,30.0,False
16098.0,2010-12-01 09:45:00,19.799999999999997,False
16098.0,2010-12-01 09:45:00,19.5,False
